movieId,Title,genres,Actors,Director,Plot,Poster
588,Aladdin,Adventure|Animation|Children|Comedy|Musical,"Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman","Ron Clements, John Musker",A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,https://m.media-amazon.com/images/M/MV5BY2Q2NDI1MjUtM2Q5ZS00MTFlLWJiYWEtNTZmNjQ3OGJkZDgxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
5506,Blood Work,Crime|Drama|Mystery|Thriller,"Clint Eastwood, Jeff Daniels, Anjelica Huston, Wanda De Jesus",Clint Eastwood,"Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",https://m.media-amazon.com/images/M/MV5BMTIxMDMzMDk1NV5BMl5BanBnXkFtZTYwNzgxNDY3._V1_SX300.jpg
519,RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller,"Robert John Burke, Mario Machado, Remy Ryan, Jodi Long",Fred Dekker,"Robocop saves the day once more. This time the half man/half robot takes on ruthless developers who want to evict some people on ""their"" land.",https://m.media-amazon.com/images/M/MV5BMTk4NTU5ODYyNl5BMl5BanBnXkFtZTcwMjkzODM1NA@@._V1_SX300.jpg
1,Toy Story,Adventure|Animation|Children|Comedy|Fantasy,"Tom Hanks, Tim Allen, Don Rickles, Jim Varney",John Lasseter,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_SX300.jpg
596,Pinocchio,Animation|Children|Fantasy|Musical,"Jack Bailey, Mel Blanc, Billy Bletcher, Don Brodie","Norman Ferguson, T. Hee, Wilfred Jackson, Jack Kinney, Hamilton Luske, Bill Roberts, Ben Sharpsteen","A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",https://m.media-amazon.com/images/M/MV5BMTU4Mzk3ODIyOF5BMl5BanBnXkFtZTgwODgyNzk2NjE@._V1_SX300.jpg
3114,Toy Story 2,Adventure|Animation|Children|Comedy|Fantasy,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer","John Lasseter, Ash Brannon(co-director), Lee Unkrich(co-director)","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
1907,Mulan,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,"Miguel Ferrer, Harvey Fierstein, Freda Foh Shen, June Foray","Tony Bancroft, Barry Cook","To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",https://m.media-amazon.com/images/M/MV5BODkxNGQ1NWYtNzg0Ny00Yjg3LThmZTItMjE2YjhmZTQ0ODY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2526,Meteor,Sci-Fi,"Sean Connery, Natalie Wood, Karl Malden, Brian Keith",Ronald Neame,The U.S. must join forces with the U.S.S.R. in order to destroy a gigantic asteroid heading straight for Earth.,https://m.media-amazon.com/images/M/MV5BYzY2ZTZkMTEtYzI1Zi00NjYxLWI1YTAtMDQyNDUyZDg2MWM0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
348,Bullets Over Broadway,Comedy,"John Cusack, Dianne Wiest, Jennifer Tilly, Chazz Palminteri",Woody Allen,"In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.",https://m.media-amazon.com/images/M/MV5BM2M4MWU5NzItYTBkOC00ZjYxLTljZWEtYWMzODY3YmExMWY4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
1193,One Flew Over the Cuckoo's Nest,Drama,"Jack Nicholson, Louise Fletcher, Will Sampson, Michael Berryman",Milos Forman,A criminal pleads insanity after getting into trouble again and once in the mental institution rebels against the oppressive nurse and rallies up the scared patients.,https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1515,Volcano,Action|Drama|Thriller,"Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle",Mick Jackson,"A volcano erupts in downtown Los Angeles, threatening to destroy the city.",https://m.media-amazon.com/images/M/MV5BY2I2MTFiOWMtY2YzOC00MTZjLTg0NWUtMmZjZWJlZDYwZDZkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
316,Stargate,Action|Adventure|Sci-Fi,"Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors",Roland Emmerich,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",https://m.media-amazon.com/images/M/MV5BYWEyYTQzNzQtZTg5OS00NDhkLTg1NjYtMzA5Y2MyYjYzNWQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
19,Ace Ventura: When Nature Calls,Comedy,"Jim Carrey, Ian McNeice, Simon Callow, Maynard Eziashi",Steve Oedekerk,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.",https://m.media-amazon.com/images/M/MV5BNGFiYTgxZDctNGI4OS00MWU1LWIwOGUtZmMyNGQxYjVkZjQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
79274,Batman: Under the Red Hood,Action|Animation,"Bruce Greenwood, Jensen Ackles, John DiMaggio, Neil Patrick Harris",Brandon Vietti,"There's a mystery afoot in Gotham City, and Batman must go toe-to-toe with a mysterious vigilante, who goes by the name of Red Hood. Subsequently, old wounds reopen and old, once buried memories come into the light.",https://m.media-amazon.com/images/M/MV5BYTdlODI0YTYtNjk5ZS00YzZjLTllZjktYmYzNWM4NmI5MmMxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
5264,Clockstoppers,Action|Adventure|Sci-Fi|Thriller,"Jesse Bradford, French Stewart, Paula Garcés, Michael Biehn",Jonathan Frakes,A teenager accidentally activates a machine that enables him to speed up his body so that other people seem to be standing still.,https://m.media-amazon.com/images/M/MV5BMTQ1Njc5MjgwNF5BMl5BanBnXkFtZTYwNTE3MTQ5._V1_SX300.jpg
8984,Ocean's Twelve,Action|Comedy|Crime|Thriller,"Brad Pitt, Catherine Zeta-Jones, George Clooney, Ed Kross",Steven Soderbergh,Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's 11.,https://m.media-amazon.com/images/M/MV5BMmJmYzBjNTktMTJjZS00ZGRhLWE1Y2QtOWQxZGU0Y2RmMjkyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
3977,Charlie's Angels,Action|Comedy,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray",McG,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",https://m.media-amazon.com/images/M/MV5BMGI1NTM5MTItNDcxMS00YTIwLTg1NjUtNzE5ZGE5NDkxMmU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
93326,This Means War,Action|Comedy|Romance,"Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger",McG,A pair of C.I.A. operatives wage an epic battle against one another when they discover they are dating the same woman.,https://m.media-amazon.com/images/M/MV5BMTYyOTQ4MDE2MV5BMl5BanBnXkFtZTcwOTE0MTgwNw@@._V1_SX300.jpg
1259,Stand by Me,Adventure|Drama,"Wil Wheaton, River Phoenix, Corey Feldman, Jerry O'Connell",Rob Reiner,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.",https://m.media-amazon.com/images/M/MV5BODJmY2Y2OGQtMDg2My00N2Q3LWJmZTUtYTc2ODBjZDVlNDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
6377,Finding Nemo,Adventure|Animation|Children|Comedy,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe","Andrew Stanton, Lee Unkrich(co-director)","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",https://m.media-amazon.com/images/M/MV5BZTAzNWZlNmUtZDEzYi00ZjA5LWIwYjEtZGM1NWE1MjE4YWRhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
57368,Cloverfield,Action|Mystery|Sci-Fi|Thriller,"Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David",Matt Reeves,A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,https://m.media-amazon.com/images/M/MV5BZDNhNDJlNDktZDI4OC00OTE3LWI2M2UtOThkNTFkNjBjYzRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
58998,Forgetting Sarah Marshall,Comedy|Romance,"Jason Segel, Kristen Bell, Mila Kunis, Russell Brand",Nicholas Stoller,"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_SX300.jpg
8874,Shaun of the Dead,Comedy|Horror,"Simon Pegg, Kate Ashfield, Nick Frost, Lucy Davis",Edgar Wright,A man's uneventful life is disrupted by the zombie apocalypse.,https://m.media-amazon.com/images/M/MV5BMTg5Mjk2NDMtZTk0Ny00YTQ0LWIzYWEtMWI5MGQ0Mjg1OTNkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
223,Clerks,Comedy,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonauer",Kevin Smith,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",https://m.media-amazon.com/images/M/MV5BNzE1Njk0NmItNDhlMC00ZmFlLWI4ZTUtYTY4ZjgzNjkyMTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1188,Strictly Ballroom,Comedy|Romance,"Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson",Baz Luhrmann,A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.,https://m.media-amazon.com/images/M/MV5BZGFkMDgwNTUtMTA5NC00YzMzLTljY2EtMWFiNjQ4OTBjMWUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1372,Star Trek VI: The Undiscovered Country,Action|Mystery|Sci-Fi,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan",Nicholas Meyer,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",https://m.media-amazon.com/images/M/MV5BYTM1ZDc0MDEtYjhhMC00ZWFmLThlMTYtOTI2MTdkZDVhODQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
307,Three Colors: Blue,Drama,"Juliette Binoche, Benoît Régent, Florence Pernel, Charlotte Véry",Krzysztof Kieslowski,A woman struggles to find a way to live her life after the death of her husband and child.,https://m.media-amazon.com/images/M/MV5BZGJhNDdmMWMtNzZiYy00MmFiLThjNmUtYTE1ZjRkNjdjYmQ5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
37955,Innocence,Drama|Fantasy|Mystery,"Güven Kiraç, Haluk Bilginer, Derya Alabora, Yalcin Cakmak",Zeki Demirkubuz,Yusuf is released from prison after serving a ten-year sentence. He is scared of life outside as he goes to an address given to him by another prisoner.,https://images-na.ssl-images-amazon.com/images/M/MV5BYzI4Mzc3NjUtMmJhZi00YWJmLTg5NGEtZGMzN2Q4Y2FjOGRjXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_SX300.jpg
356,Forrest Gump,Comedy|Drama|Romance|War,"Tom Hanks, Rebecca Williams, Sally Field, Michael Conner Humphreys",Robert Zemeckis,"The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate, and other history unfold through the perspective of an Alabama man with an IQ of 75.",https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
116905,Patema Inverted,Adventure|Animation|Drama|Fantasy|Sci-Fi,"Yukiyo Fujii, Nobuhiko Okamoto, Shintarô Oohata, Shinya Fukumatsu",Yasuhiro Yoshiura,"A young girl, from a civilization that resides in deep underground tunnels, finds herself trapped in an inverted world and teams up with a resident to escape and return home.",https://m.media-amazon.com/images/M/MV5BYjE1ZDUwNGYtYzM2Ni00NzhiLWFjOTAtMDM4ZDRiNzM5NTkxXkEyXkFqcGdeQXVyMjQ1NjEyNzE@._V1_SX300.jpg
3825,Coyote Ugly,Comedy|Drama|Romance,"Piper Perabo, Adam Garcia, John Goodman, Maria Bello",David McNally,"Aspiring songwriter Violet Sanford, after getting a job at a women-run NYC bar that teases its male patrons, comes out of her shell.",https://m.media-amazon.com/images/M/MV5BZWZhZmFkMjQtMWYyMC00NmQ3LTk5M2MtZDU3ZjNjYmM0ZTYxXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
2699,Arachnophobia,Comedy|Horror,"Jeff Daniels, Harley Jane Kozak, John Goodman, Julian Sands",Frank Marshall,A species of South American killer spider hitches a lift to the U.S. in a coffin and starts to breed and kill.,https://m.media-amazon.com/images/M/MV5BMjExNTcyMjI2Ml5BMl5BanBnXkFtZTgwMDgwNTg4NjE@._V1_SX300.jpg
2084,Newsies,Children|Musical,"Christian Bale, David Moscow, Luke Edwards, Max Casella",Kenny Ortega,A musical based on the New York City newsboy strike of 1899. When young newspaper sellers are exploited beyond reason by their bosses they set out to enact change and are met by the ruthlessness of big business.,https://m.media-amazon.com/images/M/MV5BMjVjNWM5MjgtYzdhMy00N2E4LWJlMmYtM2JmMDFjNGFjZDk3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
34,Babe,Children|Drama,"Christine Cavanaugh, Miriam Margolyes, Danny Mann, Hugo Weaving",Chris Noonan,"Babe, a pig raised by sheepdogs, learns to herd sheep with a little help from Farmer Hoggett.",https://m.media-amazon.com/images/M/MV5BYjg4ZjUzMzMtYzlmYi00YTcwLTlkOWUtYWFmY2RhNjliODQzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
61323,Burn After Reading,Comedy|Crime|Drama,"George Clooney, Frances McDormand, Brad Pitt, John Malkovich","Ethan Coen, Joel Coen",A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.,https://m.media-amazon.com/images/M/MV5BYzYwMjZhOGEtMGZlZS00Mjg1LTlkMDktYzJiZDU4MzAxZDRiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
3515,Me Myself I,Comedy|Romance,"Rachel Griffiths, David Roberts, Sandy Winton, Yael Stone",Pip Karmel,"Pamela Drury is unhappy, and alone. On her birthday she stumbles across a photo of Robert Dickson, and wonders what would've happened had she said yes to his proposal. A freak accident ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NzY4ODgwNl5BMl5BanBnXkFtZTYwMzI0NDg4._V1_SX300.jpg
34048,War of the Worlds,Action|Adventure|Sci-Fi|Thriller,"Tom Cruise, Dakota Fanning, Miranda Otto, Justin Chatwin",Steven Spielberg,"As Earth is invaded by alien tripod fighting machines, one family fights for survival.",https://m.media-amazon.com/images/M/MV5BNDUyODAzNDI1Nl5BMl5BanBnXkFtZTcwMDA2NDAzMw@@._V1_SX300.jpg
2002,Lethal Weapon 3,Action|Comedy|Crime|Drama,"Mel Gibson, Danny Glover, Joe Pesci, Rene Russo",Richard Donner,Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,https://m.media-amazon.com/images/M/MV5BOTFlNjI0NDQtMzlkNC00ZDU0LWE0ODktYmI2OTc2YjZlZmVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2329,American History X,Crime|Drama,"Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien",Tony Kaye,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,https://m.media-amazon.com/images/M/MV5BZjA0MTM4MTQtNzY5MC00NzY3LWI1ZTgtYzcxMjkyMzU4MDZiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg
590,Dances with Wolves,Adventure|Drama|Western,"Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant",Kevin Costner,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.",https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_SX300.jpg
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing",George Lucas,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",https://m.media-amazon.com/images/M/MV5BNzVlY2MwMjktM2E4OS00Y2Y3LWE3ZjctYzhkZGM3YzA1ZWM2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
142488,Spotlight,Thriller,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber",Tom McCarthy,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_SX300.jpg
60074,Hancock,Action|Adventure|Comedy|Crime|Fantasy,"Will Smith, Charlize Theron, Jason Bateman, Jae Head",Peter Berg,Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,https://m.media-amazon.com/images/M/MV5BMTgyMzc4ODU3NV5BMl5BanBnXkFtZTcwNjk5Mzc1MQ@@._V1_SX300.jpg
208,Waterworld,Action|Adventure|Sci-Fi,"Kevin Costner, Chaim Jeraffi, Rick Aviles, R.D. Call",Kevin Reynolds,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",https://m.media-amazon.com/images/M/MV5BYzE4NTRmMDYtNWYzYi00YmNkLTk4NDEtYjFmMDc4ODQ3ODY2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
80906,Inside Job,Documentary,"Matt Damon, Gylfi Zoega, Andri Snær Magnason, Sigridur Benediktsdottir",Charles Ferguson,Takes a closer look at what brought about the 2008 financial meltdown.,https://m.media-amazon.com/images/M/MV5BMTQ3MjkyODA2Nl5BMl5BanBnXkFtZTcwNzQxMTU4Mw@@._V1_SX300.jpg
719,Multiplicity,Comedy,"Michael Keaton, Andie MacDowell, Zack Duhame, Katie Schlossberg",Harold Ramis,A man who never has enough time for the things he wants to do is offered the opportunity to have himself duplicated.,https://m.media-amazon.com/images/M/MV5BNTI4Zjc4MDMtZGJjMS00ZjhjLWJkYTItNjZhNGFjOTY4Y2E4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
1889,Insomnia,Drama|Mystery|Thriller,"Al Pacino, Martin Donovan, Oliver 'Ole' Zemen, Hilary Swank",Christopher Nolan,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,https://m.media-amazon.com/images/M/MV5BYzlkZTEyYjUtMTY5NS00ZjU0LTk5OTYtM2M0ZDg1NmNjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
92420,Chronicle,Action|Sci-Fi|Thriller,"Dane DeHaan, Alex Russell, Michael B. Jordan, Michael Kelly",Josh Trank,Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides.,https://m.media-amazon.com/images/M/MV5BYmRkY2RhM2QtMjQwNC00NDVjLTk4MTQtZGNiMjYxMmJmODVhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
88125,Harry Potter and the Deathly Hallows: Part 2,Action|Adventure|Drama|Fantasy|Mystery|IMAX,"Ralph Fiennes, Michael Gambon, Alan Rickman, Daniel Radcliffe",David Yates,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",https://m.media-amazon.com/images/M/MV5BMjIyZGU4YzUtNDkzYi00ZDRhLTljYzctYTMxMDQ4M2E0Y2YxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
382,Wolf,Drama|Horror|Romance|Thriller,"Jack Nicholson, Michelle Pfeiffer, James Spader, Kate Nelligan",Mike Nichols,Publisher Will Randall becomes a werewolf and has to fight to keep his job.,https://m.media-amazon.com/images/M/MV5BMjY3NTgxZGItMWU2Mi00OTQ0LTg2OGQtYWI3NzU4MTYxMTBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5349,Spider-Man,Action|Adventure|Sci-Fi|Thriller,"Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco",Sam Raimi,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.",https://m.media-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX300.jpg
